id,mine_id,borehole_id,latitude,longitude,depth_m,mn_grade_percent,fe_grade_percent,sio2_percent,p_percent,bulk_density_t_m3,rock_type,formation,core_recovery_percent,drill_date
143,4,BH-MUN-028,21.38922,79.296484,172.4,32.2,12.72,19.81,0.142,3.41,Psilomelane-Pyrolusite Matrix,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),97.2,2023-11-29
144,4,BH-MUN-029,21.387895,79.273735,198.5,29.18,13.18,17.74,0.148,3.32,Calc-Silicate Granulite (Footwall),Mansar Formation (Main Mn Ore Horizon),90.0,2021-12-12
145,4,BH-MUN-030,21.384872,79.293929,136.3,32.17,11.35,14.77,0.127,3.38,Braunite-Gondite Ore,Mansar Formation (Main Mn Ore Horizon),97.2,2025-04-29
146,4,BH-MUN-031,21.401318,79.285411,133.2,38.8,8.39,12.04,0.125,3.69,Manganiferous Quartzite,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),89.7,2025-07-07
147,4,BH-MUN-032,21.395636,79.268005,180.5,27.54,13.92,19.21,0.157,3.28,Lateritic Manganese Capping,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),93.7,2025-10-29
148,4,BH-MUN-033,21.392092,79.267244,85.8,42.62,6.73,14.63,0.147,3.72,Quartz-Muscovite Schist (Hanging Wall),Chorbaoli Formation (Quartzite/Schist),84.3,2021-04-14
149,4,BH-MUN-034,21.404186,79.274091,74.5,39.33,10.52,14.34,0.196,3.68,Psilomelane-Pyrolusite Matrix,Sitasaongi Formation (Quartz-Muscovite Schist),97.9,2023-08-15
150,4,BH-MUN-035,21.41819,79.270578,117.2,38.44,9.61,15.07,0.18,3.59,Manganiferous Quartzite,Mansar Formation (Main Mn Ore Horizon),82.8,2023-10-11
151,5,BH-KAN-001,21.419857,79.27561,195.9,30.04,11.27,15.09,0.149,3.27,Manganiferous Quartzite,Mansar Formation (Main Mn Ore Horizon),88.4,2024-03-13
152,5,BH-KAN-002,21.413462,79.277822,130.2,39.15,8.83,15.51,0.142,3.7,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),83.9,2021-07-18
153,5,BH-KAN-003,21.41167,79.249742,95.8,43.64,6.99,15.16,0.145,3.78,Psilomelane-Pyrolusite Matrix,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),94.9,2023-11-30
154,5,BH-KAN-004,21.399517,79.283773,108.7,43.67,6.89,11.01,0.135,3.85,Lateritic Manganese Capping,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),91.5,2023-11-05
155,5,BH-KAN-005,21.428943,79.269124,184.8,28.04,12.65,18.36,0.201,3.29,Lateritic Manganese Capping,Mansar Formation (Main Mn Ore Horizon),91.6,2022-06-28
156,5,BH-KAN-006,21.414674,79.254249,213.2,34.2,11.48,13.56,0.126,3.46,Lateritic Manganese Capping,Bichua Formation (Dolomitic Marble),94.4,2023-02-18
157,5,BH-KAN-007,21.399119,79.272969,45.3,42.89,8.0,13.52,0.151,3.8,Quartz-Muscovite Schist (Hanging Wall),Bichua Formation (Dolomitic Marble),94.4,2023-08-24
158,5,BH-KAN-008,21.405369,79.271951,193.9,31.93,11.74,16.99,0.171,3.51,Calc-Silicate Granulite (Footwall),Sitasaongi Formation (Quartz-Muscovite Schist),87.0,2021-12-21
159,5,BH-KAN-009,21.403184,79.265541,109.2,37.67,9.63,13.42,0.118,3.54,Psilomelane-Pyrolusite Matrix,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),90.9,2022-04-06
160,5,BH-KAN-010,21.411271,79.265384,208.0,27.39,15.28,19.33,0.16,3.24,Calc-Silicate Granulite (Footwall),Lohangi Formation (Pink Calcite Marble & Calc-Granulite),86.6,2024-03-20
161,5,BH-KAN-011,21.404022,79.27382,153.7,28.7,15.12,20.95,0.127,3.41,Manganiferous Quartzite,Sitasaongi Formation (Quartz-Muscovite Schist),92.5,2025-03-11
162,5,BH-KAN-012,21.398609,79.270275,113.2,38.06,10.26,17.01,0.191,3.56,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),85.9,2024-10-03
163,5,BH-KAN-013,21.398616,79.282834,200.6,31.84,12.67,18.97,0.178,3.35,Psilomelane-Pyrolusite Matrix,Sitasaongi Formation (Quartz-Muscovite Schist),92.4,2025-12-04
164,5,BH-KAN-014,21.395797,79.275785,112.5,40.79,7.77,11.19,0.144,3.74,Lateritic Manganese Capping,Bichua Formation (Dolomitic Marble),85.7,2025-02-21
165,5,BH-KAN-015,21.429565,79.262403,163.2,38.06,8.79,16.56,0.198,3.69,Quartz-Muscovite Schist (Hanging Wall),Chorbaoli Formation (Quartzite/Schist),97.0,2025-11-22
166,5,BH-KAN-016,21.429055,79.258355,204.8,36.53,10.43,15.39,0.15,3.56,Lateritic Manganese Capping,Bichua Formation (Dolomitic Marble),90.4,2021-10-02
167,5,BH-KAN-017,21.40037,79.274629,189.5,30.16,12.51,19.24,0.176,3.36,Manganiferous Quartzite,Bichua Formation (Dolomitic Marble),92.8,2022-01-31
168,5,BH-KAN-018,21.39679,79.272204,51.0,44.4,9.37,9.0,0.154,3.68,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),89.6,2022-05-24
169,5,BH-KAN-019,21.403083,79.261055,16.4,36.09,11.32,15.59,0.177,3.48,Psilomelane-Pyrolusite Matrix,Mansar Formation (Main Mn Ore Horizon),92.7,2023-08-12
170,5,BH-KAN-020,21.404862,79.252338,77.9,43.26,6.98,13.72,0.179,3.66,Manganiferous Quartzite,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),91.8,2022-03-25
171,5,BH-KAN-021,21.420932,79.276983,211.3,28.73,12.99,20.81,0.171,3.34,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),92.9,2024-05-05
172,5,BH-KAN-022,21.413977,79.250334,194.0,26.4,14.69,21.08,0.17,3.3,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),85.2,2024-01-05
173,5,BH-KAN-023,21.412041,79.277224,45.7,41.79,9.91,14.1,0.164,3.67,Quartz-Muscovite Schist (Hanging Wall),Chorbaoli Formation (Quartzite/Schist),90.2,2023-07-25
174,5,BH-KAN-024,21.402827,79.24822,130.6,36.36,8.69,14.67,0.155,3.59,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),83.2,2023-05-18
175,5,BH-KAN-025,21.408386,79.275794,85.6,50.5,7.34,9.9,0.142,3.93,Lateritic Manganese Capping,Sitasaongi Formation (Quartz-Muscovite Schist),88.0,2023-02-23
176,5,BH-KAN-026,21.425151,79.252899,107.0,40.9,9.93,12.72,0.197,3.78,Manganiferous Quartzite,Mansar Formation (Main Mn Ore Horizon),84.9,2024-01-06
177,5,BH-KAN-027,21.419554,79.26338,95.6,47.87,9.07,11.99,0.121,3.94,Quartz-Muscovite Schist (Hanging Wall),Chorbaoli Formation (Quartzite/Schist),86.0,2022-12-10
178,5,BH-KAN-028,21.417434,79.270248,46.8,43.0,9.16,16.05,0.161,3.71,Braunite-Gondite Ore,Chorbaoli Formation (Quartzite/Schist),85.3,2021-07-26
179,5,BH-KAN-029,21.413098,79.275269,136.8,32.4,12.22,18.36,0.155,3.56,Braunite-Gondite Ore,Chorbaoli Formation (Quartzite/Schist),90.1,2022-08-16
180,5,BH-KAN-030,21.423129,79.25664,63.0,45.65,8.75,10.27,0.115,3.73,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),85.5,2022-09-08
181,5,BH-KAN-031,21.395355,79.26051,71.4,41.94,8.02,13.02,0.14,3.66,Lateritic Manganese Capping,Sitasaongi Formation (Quartz-Muscovite Schist),94.6,2022-10-15
182,5,BH-KAN-032,21.402342,79.256223,157.7,30.54,11.38,19.09,0.178,3.52,Lateritic Manganese Capping,Chorbaoli Formation (Quartzite/Schist),94.9,2021-04-29
183,5,BH-KAN-033,21.426867,79.278608,130.3,40.08,8.87,14.86,0.168,3.7,Braunite-Gondite Ore,Bichua Formation (Dolomitic Marble),93.6,2022-01-26
184,5,BH-KAN-034,21.422634,79.269264,25.6,43.24,6.99,14.25,0.163,3.75,Lateritic Manganese Capping,Bichua Formation (Dolomitic Marble),85.5,2022-03-04
185,5,BH-KAN-035,21.429652,79.265352,193.2,28.56,15.47,22.0,0.18,3.42,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),93.3,2023-03-24
186,5,BH-KAN-036,21.4066,79.257527,202.6,31.24,10.04,16.94,0.144,3.52,Calc-Silicate Granulite (Footwall),Sitasaongi Formation (Quartz-Muscovite Schist),89.5,2025-07-03
187,5,BH-KAN-037,21.401633,79.253364,216.2,26.73,13.88,21.46,0.164,3.25,Manganiferous Quartzite,Bichua Formation (Dolomitic Marble),97.0,2024-04-01
188,5,BH-KAN-038,21.402513,79.267934,162.6,34.67,10.68,17.54,0.167,3.64,Lateritic Manganese Capping,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),86.1,2025-08-10
189,5,BH-KAN-039,21.413343,79.254737,115.2,38.97,7.59,11.63,0.157,3.61,Calc-Silicate Granulite (Footwall),Mansar Formation (Main Mn Ore Horizon),90.4,2025-09-15
190,5,BH-KAN-040,21.423999,79.256443,188.6,32.89,13.15,16.3,0.163,3.41,Lateritic Manganese Capping,Chorbaoli Formation (Quartzite/Schist),82.1,2023-11-02
191,5,BH-KAN-041,21.412827,79.262919,108.5,44.19,8.49,15.75,0.142,3.75,Braunite-Gondite Ore,Bichua Formation (Dolomitic Marble),93.6,2024-01-03
192,5,BH-KAN-042,21.426419,79.251964,215.4,31.06,14.25,18.38,0.149,3.32,Braunite-Gondite Ore,Bichua Formation (Dolomitic Marble),84.4,2022-01-29
193,5,BH-KAN-043,21.402422,79.273212,142.1,35.13,11.88,16.39,0.153,3.63,Manganiferous Quartzite,Mansar Formation (Main Mn Ore Horizon),92.5,2025-10-24
194,5,BH-KAN-044,21.41659,79.273413,148.2,33.69,12.42,17.2,0.147,3.57,Braunite-Gondite Ore,Sitasaongi Formation (Quartz-Muscovite Schist),95.5,2024-08-13
195,6,BH-GUM-001,21.406922,78.985737,82.9,48.71,5.95,13.27,0.126,3.89,Manganiferous Quartzite,Mansar Formation (Main Mn Ore Horizon),96.8,2024-11-02
196,6,BH-GUM-002,21.393321,78.999946,204.7,35.08,12.02,14.84,0.202,3.58,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),94.0,2024-12-30
197,6,BH-GUM-003,21.40146,78.979151,183.3,32.05,11.31,15.44,0.148,3.54,Lateritic Manganese Capping,Chorbaoli Formation (Quartzite/Schist),94.6,2024-11-12
198,6,BH-GUM-004,21.412192,78.977594,163.5,28.05,9.78,19.35,0.189,3.4,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),88.3,2025-05-04
199,6,BH-GUM-005,21.388687,78.986425,81.9,39.19,7.89,13.13,0.157,3.57,Quartz-Muscovite Schist (Hanging Wall),Mansar Formation (Main Mn Ore Horizon),94.4,2022-08-28
200,6,BH-GUM-006,21.40482,78.991961,178.6,29.51,12.44,18.0,0.183,3.51,Manganiferous Quartzite,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),83.7,2021-01-11
201,6,BH-GUM-007,21.400448,78.969052,208.3,25.74,14.45,21.03,0.178,3.23,Braunite-Gondite Ore,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),90.9,2024-05-07
202,6,BH-GUM-008,21.385049,78.997774,137.6,35.13,10.22,17.78,0.159,3.62,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),90.3,2024-11-04
203,6,BH-GUM-009,21.399432,78.968102,93.1,42.32,9.24,12.31,0.151,3.64,Manganiferous Quartzite,Chorbaoli Formation (Quartzite/Schist),93.5,2023-10-13
204,6,BH-GUM-010,21.39396,78.98766,136.7,34.96,11.0,17.07,0.146,3.72,Manganiferous Quartzite,Sitasaongi Formation (Quartz-Muscovite Schist),87.4,2025-07-29
205,6,BH-GUM-011,21.388395,78.97967,183.8,28.17,11.68,18.56,0.192,3.35,Manganiferous Quartzite,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),93.8,2024-07-20
206,6,BH-GUM-012,21.396146,78.969433,115.7,34.65,10.12,15.79,0.133,3.64,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),91.5,2024-01-23
207,6,BH-GUM-013,21.411926,78.967823,51.9,41.61,8.41,12.66,0.104,3.73,Quartz-Muscovite Schist (Hanging Wall),Sitasaongi Formation (Quartz-Muscovite Schist),84.2,2022-09-13
208,6,BH-GUM-014,21.417665,78.982585,64.6,46.78,6.0,8.55,0.143,3.79,Quartz-Muscovite Schist (Hanging Wall),Bichua Formation (Dolomitic Marble),90.1,2025-11-17
209,6,BH-GUM-015,21.385059,78.993015,156.8,27.36,12.67,17.26,0.196,3.25,Lateritic Manganese Capping,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),84.7,2024-06-08
210,6,BH-GUM-016,21.416766,78.980829,24.1,36.47,12.13,15.31,0.131,3.65,Braunite-Gondite Ore,Mansar Formation (Main Mn Ore Horizon),86.1,2023-11-12
211,6,BH-GUM-017,21.406856,78.97076,168.1,27.24,12.63,20.06,0.189,3.24,Braunite-Gondite Ore,Sitasaongi Formation (Quartz-Muscovite Schist),83.7,2023-05-02
212,6,BH-GUM-018,21.39435,78.993567,203.7,30.62,14.14,19.97,0.168,3.36,Calc-Silicate Granulite (Footwall),Sitasaongi Formation (Quartz-Muscovite Schist),87.6,2021-07-19
213,6,BH-GUM-019,21.405327,78.98971,104.8,38.48,8.69,13.66,0.189,3.74,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),90.3,2024-02-05
214,6,BH-GUM-020,21.38864,78.98839,47.8,44.29,5.01,10.4,0.148,3.84,Quartz-Muscovite Schist (Hanging Wall),Sitasaongi Formation (Quartz-Muscovite Schist),82.5,2024-06-11
215,6,BH-GUM-021,21.410656,78.986118,196.0,27.34,13.65,20.95,0.173,3.33,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),87.9,2022-02-08
216,6,BH-GUM-022,21.403491,78.98734,108.8,42.37,8.26,16.51,0.133,3.7,Calc-Silicate Granulite (Footwall),Mansar Formation (Main Mn Ore Horizon),87.6,2025-09-28
217,6,BH-GUM-023,21.393275,78.973922,108.9,40.27,10.7,15.14,0.115,3.57,Braunite-Gondite Ore,Chorbaoli Formation (Quartzite/Schist),88.0,2021-10-17
218,6,BH-GUM-024,21.404878,78.990297,119.7,34.63,10.35,16.9,0.153,3.57,Lateritic Manganese Capping,Chorbaoli Formation (Quartzite/Schist),90.9,2023-09-30
219,6,BH-GUM-025,21.389025,78.979155,74.2,44.34,9.94,9.41,0.116,3.85,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),92.4,2023-04-18
220,6,BH-GUM-026,21.383111,78.992731,155.4,30.88,10.14,19.85,0.161,3.44,Manganiferous Quartzite,Mansar Formation (Main Mn Ore Horizon),86.4,2024-01-07
221,6,BH-GUM-027,21.391644,78.984885,74.2,43.11,6.68,12.9,0.129,3.63,Manganiferous Quartzite,Bichua Formation (Dolomitic Marble),95.2,2021-03-27
222,6,BH-GUM-028,21.405532,78.974244,170.8,30.43,11.48,18.76,0.138,3.49,Braunite-Gondite Ore,Sitasaongi Formation (Quartz-Muscovite Schist),86.2,2025-11-01
223,6,BH-GUM-029,21.394623,78.99092,182.4,22.76,16.15,21.97,0.16,3.29,Lateritic Manganese Capping,Sitasaongi Formation (Quartz-Muscovite Schist),84.7,2021-10-13
224,6,BH-GUM-030,21.403487,78.971395,175.9,27.32,14.1,16.71,0.139,3.31,Lateritic Manganese Capping,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),86.6,2022-07-02
225,6,BH-GUM-031,21.384134,78.975317,210.2,24.36,13.97,21.42,0.164,3.28,Lateritic Manganese Capping,Chorbaoli Formation (Quartzite/Schist),93.2,2021-09-29
226,6,BH-GUM-032,21.399621,78.98612,66.2,39.93,8.68,10.75,0.149,3.54,Manganiferous Quartzite,Sitasaongi Formation (Quartz-Muscovite Schist),88.0,2021-06-04
227,6,BH-GUM-033,21.416209,78.977115,144.9,33.65,10.87,15.41,0.157,3.58,Braunite-Gondite Ore,Mansar Formation (Main Mn Ore Horizon),93.7,2023-07-28
228,6,BH-GUM-034,21.416853,78.995028,145.1,31.88,11.04,14.34,0.162,3.39,Quartz-Muscovite Schist (Hanging Wall),Lohangi Formation (Pink Calcite Marble & Calc-Granulite),87.2,2022-08-04
229,6,BH-GUM-035,21.385585,78.993553,84.2,39.07,8.77,12.77,0.154,3.63,Quartz-Muscovite Schist (Hanging Wall),Mansar Formation (Main Mn Ore Horizon),84.0,2025-10-23
230,6,BH-GUM-036,21.414739,78.99709,47.4,40.3,5.52,15.37,0.099,3.78,Manganiferous Quartzite,Chorbaoli Formation (Quartzite/Schist),96.0,2025-12-01
231,6,BH-GUM-037,21.392998,78.990513,71.2,41.47,7.98,10.64,0.178,3.74,Psilomelane-Pyrolusite Matrix,Sitasaongi Formation (Quartz-Muscovite Schist),92.5,2024-12-12
232,6,BH-GUM-038,21.398022,78.965623,34.5,41.26,8.91,14.14,0.135,3.64,Manganiferous Quartzite,Mansar Formation (Main Mn Ore Horizon),97.8,2023-05-15
233,6,BH-GUM-039,21.392773,78.979111,157.3,29.79,12.59,21.35,0.193,3.48,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),83.1,2024-02-28
234,6,BH-GUM-040,21.387449,78.980155,16.7,37.47,9.25,13.57,0.149,3.49,Lateritic Manganese Capping,Sitasaongi Formation (Quartz-Muscovite Schist),95.8,2021-06-27
235,6,BH-GUM-041,21.39092,78.988539,198.8,30.63,12.67,18.01,0.147,3.31,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),91.6,2025-01-16
236,6,BH-GUM-042,21.392859,78.983972,139.6,35.42,11.0,13.35,0.17,3.45,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),94.0,2022-08-29
237,6,BH-GUM-043,21.384556,78.997327,147.5,33.48,9.2,17.05,0.182,3.51,Braunite-Gondite Ore,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),96.9,2021-09-28
238,6,BH-GUM-044,21.398957,79.000878,94.3,44.35,8.47,10.45,0.134,3.75,Braunite-Gondite Ore,Mansar Formation (Main Mn Ore Horizon),91.4,2021-01-29
239,6,BH-GUM-045,21.396956,78.990598,68.7,43.4,8.22,12.99,0.129,3.68,Braunite-Gondite Ore,Bichua Formation (Dolomitic Marble),90.6,2021-11-09
240,6,BH-GUM-046,21.40131,78.979399,71.9,40.41,8.54,15.82,0.17,3.81,Lateritic Manganese Capping,Mansar Formation (Main Mn Ore Horizon),87.0,2023-06-15
241,6,BH-GUM-047,21.393134,78.992034,164.6,31.51,11.58,19.47,0.18,3.35,Lateritic Manganese Capping,Chorbaoli Formation (Quartzite/Schist),83.9,2024-12-20
242,6,BH-GUM-048,21.41161,78.974666,43.1,41.42,10.15,13.51,0.14,3.77,Manganiferous Quartzite,Chorbaoli Formation (Quartzite/Schist),94.0,2025-11-24
243,6,BH-GUM-049,21.407644,78.986092,70.1,45.8,5.99,14.6,0.163,3.8,Braunite-Gondite Ore,Sitasaongi Formation (Quartz-Muscovite Schist),89.3,2023-01-08
244,6,BH-GUM-050,21.414194,78.989601,26.4,38.59,10.11,13.79,0.173,3.74,Braunite-Gondite Ore,Chorbaoli Formation (Quartzite/Schist),93.9,2021-01-06
245,7,BH-PAR-001,21.383273,79.230912,191.0,34.11,11.11,13.99,0.189,3.61,Lateritic Manganese Capping,Sitasaongi Formation (Quartz-Muscovite Schist),85.6,2022-05-24
246,7,BH-PAR-002,21.400073,79.23447,100.3,50.18,5.77,8.01,0.157,3.94,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),94.9,2021-04-05
247,7,BH-PAR-003,21.382287,79.209224,210.6,35.61,11.17,15.27,0.196,3.51,Calc-Silicate Granulite (Footwall),Lohangi Formation (Pink Calcite Marble & Calc-Granulite),93.8,2022-05-12
248,7,BH-PAR-004,21.414416,79.229377,110.1,45.46,6.28,10.4,0.148,3.74,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),82.1,2023-04-20
249,7,BH-PAR-005,21.395546,79.228571,19.9,37.29,9.63,15.13,0.155,3.53,Manganiferous Quartzite,Mansar Formation (Main Mn Ore Horizon),85.3,2022-05-03
250,7,BH-PAR-006,21.38358,79.210333,101.1,47.95,9.78,9.26,0.153,3.9,Calc-Silicate Granulite (Footwall),Sitasaongi Formation (Quartz-Muscovite Schist),93.2,2023-02-02
251,7,BH-PAR-007,21.384242,79.225848,109.0,42.82,6.72,10.17,0.144,3.64,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),86.7,2025-10-09
252,7,BH-PAR-008,21.39179,79.204689,79.6,49.12,6.87,7.24,0.136,3.81,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),94.5,2024-04-12
253,7,BH-PAR-009,21.398269,79.21868,37.3,46.19,8.03,10.86,0.156,3.72,Braunite-Gondite Ore,Mansar Formation (Main Mn Ore Horizon),84.5,2024-11-06
254,7,BH-PAR-010,21.38734,79.227602,77.4,50.5,5.38,6.93,0.146,4.07,Manganiferous Quartzite,Sitasaongi Formation (Quartz-Muscovite Schist),90.2,2024-10-18
255,7,BH-PAR-011,21.38541,79.205669,76.3,47.9,6.0,13.82,0.143,3.75,Psilomelane-Pyrolusite Matrix,Mansar Formation (Main Mn Ore Horizon),82.2,2025-08-28
256,7,BH-PAR-012,21.415753,79.205025,175.1,32.81,11.64,18.41,0.141,3.56,Calc-Silicate Granulite (Footwall),Lohangi Formation (Pink Calcite Marble & Calc-Granulite),96.7,2021-06-03
257,7,BH-PAR-013,21.393936,79.203537,19.5,45.59,8.43,10.6,0.15,3.92,Quartz-Muscovite Schist (Hanging Wall),Mansar Formation (Main Mn Ore Horizon),84.7,2024-03-21
258,7,BH-PAR-014,21.394742,79.234699,103.8,41.2,8.59,11.38,0.133,3.75,Manganiferous Quartzite,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),89.1,2021-11-01
259,7,BH-PAR-015,21.392072,79.20694,22.1,39.77,8.66,13.58,0.174,3.63,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),86.0,2025-07-01
260,7,BH-PAR-016,21.410132,79.214385,126.4,39.25,10.61,14.55,0.151,3.55,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),87.1,2022-07-08
261,7,BH-PAR-017,21.40106,79.229606,51.9,45.52,8.2,13.99,0.134,4.02,Psilomelane-Pyrolusite Matrix,Chorbaoli Formation (Quartzite/Schist),83.6,2024-09-07
262,7,BH-PAR-018,21.416121,79.222725,64.4,50.05,4.5,8.81,0.139,3.77,Quartz-Muscovite Schist (Hanging Wall),Lohangi Formation (Pink Calcite Marble & Calc-Granulite),97.0,2025-09-28
263,7,BH-PAR-019,21.394661,79.222435,50.6,46.29,8.23,11.04,0.129,3.71,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),97.2,2025-09-10
264,7,BH-PAR-020,21.385249,79.210374,217.5,30.91,13.14,16.67,0.153,3.53,Psilomelane-Pyrolusite Matrix,Mansar Formation (Main Mn Ore Horizon),90.4,2021-01-02
265,7,BH-PAR-021,21.384144,79.207318,83.0,43.38,6.69,11.87,0.16,3.79,Lateritic Manganese Capping,Chorbaoli Formation (Quartzite/Schist),94.4,2025-09-30
266,7,BH-PAR-022,21.403097,79.214116,122.9,35.42,10.36,16.59,0.153,3.44,Manganiferous Quartzite,Chorbaoli Formation (Quartzite/Schist),97.6,2025-02-08
267,7,BH-PAR-023,21.415438,79.230332,209.5,34.73,7.94,15.71,0.149,3.65,Psilomelane-Pyrolusite Matrix,Bichua Formation (Dolomitic Marble),95.0,2023-02-14
268,7,BH-PAR-024,21.416153,79.216098,77.9,46.41,6.91,10.25,0.139,3.62,Calc-Silicate Granulite (Footwall),Mansar Formation (Main Mn Ore Horizon),84.9,2022-10-14
269,7,BH-PAR-025,21.390568,79.237366,203.8,34.86,10.67,12.44,0.132,3.62,Psilomelane-Pyrolusite Matrix,Mansar Formation (Main Mn Ore Horizon),95.1,2024-10-04
270,7,BH-PAR-026,21.384441,79.21124,146.0,39.62,10.31,12.89,0.151,3.71,Braunite-Gondite Ore,Mansar Formation (Main Mn Ore Horizon),82.8,2023-06-17
271,8,BH-SIT-001,21.677061,79.669477,101.0,38.74,10.68,15.8,0.147,3.52,Lateritic Manganese Capping,Chorbaoli Formation (Quartzite/Schist),84.6,2021-05-31
272,8,BH-SIT-002,21.660972,79.680633,178.8,31.81,12.06,17.76,0.164,3.5,Psilomelane-Pyrolusite Matrix,Mansar Formation (Main Mn Ore Horizon),90.8,2021-07-10
273,8,BH-SIT-003,21.664298,79.650595,84.3,44.69,7.46,11.35,0.128,3.71,Manganiferous Quartzite,Chorbaoli Formation (Quartzite/Schist),97.6,2023-04-19
274,8,BH-SIT-004,21.657219,79.650454,157.9,26.84,13.07,17.05,0.161,3.41,Calc-Silicate Granulite (Footwall),Bichua Formation (Dolomitic Marble),95.4,2021-11-11
275,8,BH-SIT-005,21.656117,79.671642,26.2,36.49,10.34,16.71,0.137,3.54,Braunite-Gondite Ore,Sitasaongi Formation (Quartz-Muscovite Schist),95.5,2022-09-24
276,8,BH-SIT-006,21.662618,79.662024,175.9,28.74,10.3,19.76,0.167,3.5,Quartz-Muscovite Schist (Hanging Wall),Lohangi Formation (Pink Calcite Marble & Calc-Granulite),85.0,2021-04-02
277,8,BH-SIT-007,21.651752,79.661043,69.0,38.27,9.94,14.7,0.164,3.62,Calc-Silicate Granulite (Footwall),Sitasaongi Formation (Quartz-Muscovite Schist),97.5,2024-04-22
278,8,BH-SIT-008,21.673401,79.682376,61.6,36.1,11.55,16.42,0.11,3.54,Calc-Silicate Granulite (Footwall),Chorbaoli Formation (Quartzite/Schist),89.6,2021-06-11
279,8,BH-SIT-009,21.653975,79.68284,95.9,38.56,9.41,12.69,0.141,3.42,Quartz-Muscovite Schist (Hanging Wall),Chorbaoli Formation (Quartzite/Schist),97.2,2021-12-09
280,8,BH-SIT-010,21.664341,79.684569,214.3,24.82,14.28,19.96,0.117,3.41,Lateritic Manganese Capping,Chorbaoli Formation (Quartzite/Schist),95.3,2022-06-13
281,8,BH-SIT-011,21.667376,79.681685,80.5,39.04,7.35,16.39,0.174,3.49,Braunite-Gondite Ore,Bichua Formation (Dolomitic Marble),91.4,2025-05-20
282,8,BH-SIT-012,21.682494,79.681964,101.0,35.86,9.94,16.39,0.132,3.49,Calc-Silicate Granulite (Footwall),Mansar Formation (Main Mn Ore Horizon),94.6,2025-11-12
283,8,BH-SIT-013,21.658582,79.653846,124.8,32.21,12.72,15.97,0.175,3.46,Calc-Silicate Granulite (Footwall),Sitasaongi Formation (Quartz-Muscovite Schist),82.6,2025-12-06
284,8,BH-SIT-014,21.649395,79.678093,83.0,39.09,9.65,17.38,0.201,3.56,Manganiferous Quartzite,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),86.5,2023-10-04
285,8,BH-SIT-015,21.660218,79.674904,190.9,25.5,10.89,20.74,0.189,3.31,Calc-Silicate Granulite (Footwall),Mansar Formation (Main Mn Ore Horizon),85.0,2022-03-09
286,8,BH-SIT-016,21.65069,79.677161,202.3,23.69,13.27,22.0,0.156,3.26,Braunite-Gondite Ore,Lohangi Formation (Pink Calcite Marble & Calc-Granulite),93.4,2023-04-07
