id,mine_id,date,rainfall_mm,temperature_max_c,temperature_min_c,humidity_percent,soil_moisture_index,wind_speed_kmh
2014,3,2024-03-06,0.0,32.8,21.9,64.4,0.346,14.4
2015,3,2024-03-07,0.0,32.5,23.0,50.9,0.344,7.7
2016,3,2024-03-08,0.0,37.8,18.9,54.3,0.337,6.8
2017,3,2024-03-09,0.0,37.7,18.9,54.7,0.208,5.8
2018,3,2024-03-10,0.0,34.5,20.7,63.7,0.247,15.8
2019,3,2024-03-11,0.0,32.3,20.8,53.3,0.318,11.7
2020,3,2024-03-12,0.0,34.5,20.5,64.4,0.215,4.9
2021,3,2024-03-13,0.0,35.9,22.4,54.6,0.248,11.7
2022,3,2024-03-14,0.0,33.1,22.0,60.7,0.247,18.0
2023,3,2024-03-15,0.0,36.3,22.8,47.8,0.216,7.4
2024,3,2024-03-16,0.0,33.0,21.1,66.7,0.284,15.8
2025,3,2024-03-17,0.0,36.2,19.2,69.4,0.294,7.5
2026,3,2024-03-18,0.0,38.0,23.4,45.4,0.28,11.2
2027,3,2024-03-19,0.0,37.7,21.9,58.2,0.251,6.0
2028,3,2024-03-20,0.0,34.7,19.1,64.8,0.31,11.6
2029,3,2024-03-21,0.0,32.2,22.4,47.9,0.234,19.3
2030,3,2024-03-22,0.0,33.6,21.1,64.9,0.276,13.0
2031,3,2024-03-23,0.0,37.3,23.6,45.3,0.328,5.8
2032,3,2024-03-24,0.0,32.4,19.7,49.2,0.277,4.7
2033,3,2024-03-25,0.0,36.4,18.3,63.1,0.298,11.6
2034,3,2024-03-26,0.0,32.7,20.4,53.0,0.238,9.9
2035,3,2024-03-27,0.0,35.9,21.4,57.1,0.202,6.8
2036,3,2024-03-28,0.0,35.9,20.5,60.2,0.321,12.9
2037,3,2024-03-29,0.0,34.5,23.7,65.7,0.349,10.6
2038,3,2024-03-30,0.0,34.3,21.7,52.2,0.282,11.7
2039,3,2024-03-31,0.0,33.2,20.3,45.3,0.314,11.2
2040,3,2024-04-01,0.0,43.3,27.6,31.8,0.168,10.6
2041,3,2024-04-02,0.0,45.9,27.5,27.8,0.142,10.6
2042,3,2024-04-03,0.0,44.2,28.1,27.4,0.167,8.8
2043,3,2024-04-04,0.0,45.7,28.2,36.7,0.17,10.6
2044,3,2024-04-05,0.0,41.6,27.1,29.0,0.095,7.6
2045,3,2024-04-06,0.0,46.4,29.9,23.1,0.097,14.9
2046,3,2024-04-07,0.0,41.8,27.4,36.2,0.153,15.2
2047,3,2024-04-08,0.0,41.9,27.3,28.0,0.093,13.7
2048,3,2024-04-09,0.0,42.9,26.6,37.3,0.146,8.2
2049,3,2024-04-10,0.0,44.2,29.8,37.6,0.14,13.9
2050,3,2024-04-11,0.0,42.7,30.4,29.9,0.107,10.0
2051,3,2024-04-12,0.0,44.5,27.8,32.4,0.151,9.9
2052,3,2024-04-13,0.0,41.6,26.7,36.1,0.156,4.1
2053,3,2024-04-14,0.0,43.6,27.0,21.0,0.168,14.3
2054,3,2024-04-15,0.0,42.7,29.5,28.6,0.09,3.9
2055,3,2024-04-16,0.0,42.6,30.9,31.5,0.156,16.9
2056,3,2024-04-17,0.0,42.8,28.0,31.5,0.146,12.3
2057,3,2024-04-18,0.0,44.7,27.7,32.4,0.177,11.6
2058,3,2024-04-19,0.0,46.1,29.3,34.7,0.103,13.0
2059,3,2024-04-20,0.0,41.8,27.0,35.2,0.165,9.4
2060,3,2024-04-21,0.0,44.6,26.4,30.5,0.146,17.6
2061,3,2024-04-22,0.0,45.7,30.0,34.5,0.112,4.4
2062,3,2024-04-23,0.0,42.0,26.8,26.3,0.104,8.0
2063,3,2024-04-24,0.0,41.4,30.6,34.0,0.169,10.2
2064,3,2024-04-25,0.0,45.2,28.8,28.8,0.098,11.2
2065,3,2024-04-26,0.0,43.4,27.2,34.8,0.161,12.1
2066,3,2024-04-27,0.0,46.4,28.5,23.1,0.131,10.8
2067,3,2024-04-28,0.0,44.9,28.8,22.3,0.134,10.1
2068,3,2024-04-29,0.0,43.4,27.0,25.7,0.179,14.7
2069,3,2024-04-30,0.0,42.0,26.1,32.7,0.148,2.0
2070,3,2024-05-01,0.0,42.0,26.0,27.7,0.081,12.6
2071,3,2024-05-02,0.0,45.1,27.2,25.8,0.134,9.0
2072,3,2024-05-03,0.0,43.5,29.2,32.6,0.086,8.4
2073,3,2024-05-04,0.0,42.1,29.2,29.3,0.177,19.6
2074,3,2024-05-05,0.0,43.4,29.5,25.5,0.166,11.9
2075,3,2024-05-06,0.0,45.0,29.8,36.4,0.098,17.5
2076,3,2024-05-07,0.0,46.1,27.6,29.8,0.094,9.6
2077,3,2024-05-08,0.0,43.9,28.2,34.5,0.152,23.0
2078,3,2024-05-09,0.0,43.2,29.2,22.6,0.12,7.5
2079,3,2024-05-10,0.0,44.8,28.0,37.7,0.15,15.2
2080,3,2024-05-11,0.0,43.7,27.4,32.6,0.123,17.9
2081,3,2024-05-12,0.0,44.8,28.7,20.2,0.133,16.2
2082,3,2024-05-13,0.0,44.4,27.7,30.1,0.146,15.2
2083,3,2024-05-14,0.0,45.2,27.1,22.7,0.136,13.9
2084,3,2024-05-15,0.3,41.5,26.3,25.7,0.1,7.3
2085,3,2024-05-16,0.0,42.8,28.3,30.0,0.118,2.0
2086,3,2024-05-17,1.7,42.4,29.2,28.9,0.124,11.7
2087,3,2024-05-18,0.0,41.2,30.8,34.4,0.168,11.8
2088,3,2024-05-19,0.0,44.8,27.1,21.4,0.143,11.3
2089,3,2024-05-20,0.0,45.0,26.3,34.1,0.099,13.9
2090,3,2024-05-21,0.0,44.7,29.5,26.7,0.162,7.2
2091,3,2024-05-22,0.0,41.7,29.1,27.0,0.082,8.7
2092,3,2024-05-23,0.0,41.5,29.2,21.3,0.083,19.1
2093,3,2024-05-24,0.0,44.1,30.9,36.6,0.131,12.6
2094,3,2024-05-25,0.0,46.2,29.4,31.2,0.13,7.0
2095,3,2024-05-26,0.0,46.5,28.6,35.1,0.121,17.1
2096,3,2024-05-27,0.0,45.6,30.3,30.3,0.15,5.3
2097,3,2024-05-28,0.0,44.6,28.4,21.0,0.107,15.8
2098,3,2024-05-29,0.0,42.3,27.7,36.6,0.101,13.5
2099,3,2024-05-30,0.0,42.9,30.2,32.0,0.096,10.1
2100,3,2024-05-31,0.0,42.0,30.6,21.7,0.082,14.9
2101,3,2024-06-01,0.0,33.7,21.3,65.4,0.34,12.5
2102,3,2024-06-02,0.0,35.5,18.9,56.5,0.237,9.3
2103,3,2024-06-03,0.0,32.8,20.2,65.6,0.191,12.6
2104,3,2024-06-04,0.0,35.2,20.9,48.8,0.226,17.6
2105,3,2024-06-05,0.0,37.1,18.6,65.6,0.211,10.0
2106,3,2024-06-06,0.0,34.2,18.7,49.3,0.325,14.2
2107,3,2024-06-07,0.0,32.6,21.8,57.9,0.237,12.5
2108,3,2024-06-08,23.6,34.5,20.5,50.3,0.343,8.6
2109,3,2024-06-09,0.0,34.3,23.9,60.4,0.221,7.7
2110,3,2024-06-10,0.0,36.3,21.5,46.7,0.222,22.6
2111,3,2024-06-11,40.2,35.4,19.7,46.5,0.25,7.3
2112,3,2024-06-12,29.6,35.2,21.9,45.1,0.189,8.5
2113,3,2024-06-13,0.0,34.9,18.3,52.5,0.188,13.8
2114,3,2024-06-14,0.0,36.8,20.2,66.5,0.244,5.8
2115,3,2024-06-15,18.2,38.0,18.5,54.3,0.257,8.0
2116,3,2024-06-16,22.0,34.1,18.5,57.9,0.192,16.0
2117,3,2024-06-17,30.1,35.1,23.1,65.7,0.334,13.2
2118,3,2024-06-18,0.0,34.9,23.2,69.5,0.291,15.1
2119,3,2024-06-19,0.0,34.6,19.2,66.7,0.194,11.9
2120,3,2024-06-20,0.0,35.3,19.1,45.1,0.301,11.3
2121,3,2024-06-21,19.6,36.7,22.7,49.9,0.287,15.8
2122,3,2024-06-22,0.0,33.8,20.3,64.1,0.259,17.0
2123,3,2024-06-23,0.0,33.2,20.2,45.7,0.348,10.0
2124,3,2024-06-24,20.4,32.4,20.1,50.2,0.273,7.0
2125,3,2024-06-25,38.6,35.9,20.3,64.7,0.265,4.0
2126,3,2024-06-26,0.0,36.9,20.9,50.4,0.293,8.5
2127,3,2024-06-27,29.4,35.0,22.3,63.8,0.252,17.4
2128,3,2024-06-28,0.0,37.4,18.9,45.8,0.309,8.7
2129,3,2024-06-29,0.0,35.3,22.7,69.4,0.217,11.0
2130,3,2024-06-30,17.4,36.8,23.9,53.3,0.191,15.2
2131,3,2024-07-01,42.7,29.6,23.3,85.9,0.725,12.5
2132,3,2024-07-02,57.8,32.3,23.2,87.1,0.822,14.8
2133,3,2024-07-03,59.1,30.6,25.7,97.8,0.83,7.9
2134,3,2024-07-04,53.2,32.5,24.6,100.0,0.792,5.9
2135,3,2024-07-05,54.6,31.1,25.1,93.6,0.801,11.9
2136,3,2024-07-06,2.0,28.9,23.1,91.0,0.463,9.6
2137,3,2024-07-07,23.4,29.0,24.7,97.7,0.6,5.3
2138,3,2024-07-08,81.4,28.3,25.8,91.8,0.973,10.6
2139,3,2024-07-09,2.6,32.8,24.2,81.1,0.467,7.9
2140,3,2024-07-10,72.5,31.1,23.5,100.0,0.916,6.9
2141,3,2024-07-11,33.6,30.4,23.8,87.7,0.666,2.4
2142,3,2024-07-12,34.5,32.6,24.5,92.0,0.672,4.7
2143,3,2024-07-13,3.0,29.4,23.7,85.7,0.469,3.9
2144,3,2024-07-14,83.6,32.6,24.3,99.7,0.987,12.0
2145,3,2024-07-15,0.3,28.3,25.5,92.3,0.452,11.4
2146,3,2024-07-16,65.4,29.9,24.8,91.5,0.87,22.9
2147,3,2024-07-17,70.8,32.2,25.8,100.0,0.905,3.3
2148,3,2024-07-18,9.8,31.7,23.8,94.9,0.513,8.7
2149,3,2024-07-19,19.0,32.1,25.5,87.1,0.572,8.9
2150,3,2024-07-20,1.7,32.1,25.3,85.4,0.461,11.1
2151,3,2024-07-21,0.8,31.1,23.6,86.7,0.455,8.5
2152,3,2024-07-22,42.9,32.7,24.9,89.6,0.726,10.7
2153,3,2024-07-23,31.6,29.4,24.5,81.9,0.653,12.7
2154,3,2024-07-24,24.0,28.6,23.9,96.4,0.604,11.8
2155,3,2024-07-25,42.4,30.2,23.3,100.0,0.723,13.2
2156,3,2024-07-26,2.3,32.0,25.8,83.6,0.465,21.6
2157,3,2024-07-27,35.5,29.1,24.9,91.9,0.678,17.1
2158,3,2024-07-28,107.5,30.3,23.3,100.0,1.0,10.4
2159,3,2024-07-29,1.1,32.1,23.8,84.7,0.457,15.1
2160,3,2024-07-30,70.4,30.9,24.9,100.0,0.903,8.3
2161,3,2024-07-31,12.9,30.8,23.8,94.2,0.533,7.6
2162,3,2024-08-01,78.9,31.2,23.0,100.0,0.957,14.0
2163,3,2024-08-02,55.9,30.1,23.0,94.5,0.809,12.2
2164,3,2024-08-03,88.8,31.0,24.7,98.4,1.0,12.3
2165,3,2024-08-04,59.8,28.5,24.3,90.0,0.834,8.3
2166,3,2024-08-05,1.6,31.1,25.2,93.6,0.46,7.8
2167,3,2024-08-06,39.4,31.4,25.4,86.5,0.703,9.1
2168,3,2024-08-07,126.2,30.1,25.7,100.0,1.0,11.4
2169,3,2024-08-08,57.6,31.1,24.1,100.0,0.82,5.3
2170,3,2024-08-09,36.5,28.9,24.5,95.7,0.685,13.6
2171,3,2024-08-10,0.6,31.3,24.9,81.9,0.454,13.1
2172,3,2024-08-11,78.4,32.3,23.6,100.0,0.954,7.6
2173,3,2024-08-12,57.8,28.5,23.8,100.0,0.822,13.7
2174,3,2024-08-13,12.6,28.5,23.3,86.6,0.531,15.6
2175,3,2024-08-14,35.3,28.2,24.6,87.8,0.677,10.0
2176,3,2024-08-15,73.5,32.6,24.3,98.9,0.923,15.2
2177,3,2024-08-16,0.9,28.2,26.0,92.8,0.456,20.1
2178,3,2024-08-17,1.4,30.2,24.1,78.3,0.459,13.5
2179,3,2024-08-18,2.8,28.9,24.8,95.5,0.468,12.2
2180,3,2024-08-19,1.1,31.0,23.7,94.4,0.457,14.1
2181,3,2024-08-20,41.9,28.1,23.3,95.2,0.719,12.4
2182,3,2024-08-21,79.0,30.5,24.5,100.0,0.958,12.2
2183,3,2024-08-22,62.7,32.4,24.5,100.0,0.853,14.0
2184,3,2024-08-23,2.2,28.2,23.4,81.1,0.464,12.1
2185,3,2024-08-24,96.7,32.3,25.3,97.7,1.0,11.7
2186,3,2024-08-25,1.3,31.4,24.9,81.8,0.458,9.7
2187,3,2024-08-26,109.9,28.7,24.8,100.0,1.0,18.6
2188,3,2024-08-27,155.6,29.9,23.0,100.0,1.0,9.6
2189,3,2024-08-28,57.2,32.6,25.2,98.4,0.818,14.2
2190,3,2024-08-29,38.2,31.9,25.9,95.9,0.696,12.8
2191,3,2024-08-30,45.0,31.4,24.4,84.9,0.739,12.8
2192,3,2024-08-31,94.4,28.0,25.6,100.0,1.0,16.3
2193,3,2024-09-01,18.8,37.3,18.3,66.7,0.238,15.2
2194,3,2024-09-02,28.3,37.1,19.3,52.1,0.266,19.8
2195,3,2024-09-03,0.0,35.4,18.7,63.4,0.185,21.7
2196,3,2024-09-04,11.5,36.2,20.4,54.5,0.316,12.4
2197,3,2024-09-05,0.0,36.5,18.9,57.5,0.235,15.9
2198,3,2024-09-06,29.0,36.0,19.8,53.4,0.284,9.6
2199,3,2024-09-07,0.0,34.6,21.5,45.9,0.325,10.1
2200,3,2024-09-08,6.5,32.5,19.5,57.6,0.295,8.4
2201,3,2024-09-09,0.0,35.7,19.8,52.0,0.251,9.6
2202,3,2024-09-10,0.0,37.8,21.3,63.7,0.263,12.1
2203,3,2024-09-11,26.7,33.9,23.7,62.7,0.218,5.6
2204,3,2024-09-12,29.6,36.8,23.4,60.6,0.348,8.8
2205,3,2024-09-13,0.0,33.7,18.6,50.4,0.186,13.5
2206,3,2024-09-14,0.0,37.3,21.0,59.2,0.343,7.1
2207,3,2024-09-15,0.0,35.4,18.9,62.6,0.211,12.8
2208,3,2024-09-16,30.0,35.3,21.9,46.8,0.265,10.2
2209,3,2024-09-17,41.7,32.2,18.0,63.9,0.265,16.5
2210,3,2024-09-18,42.1,36.7,23.4,48.4,0.268,17.0
2211,3,2024-09-19,6.4,34.0,19.9,64.3,0.242,13.4
2212,3,2024-09-20,11.9,37.1,23.5,48.3,0.19,16.0
2213,3,2024-09-21,0.0,33.6,20.7,46.1,0.33,2.0
2214,3,2024-09-22,15.4,37.8,22.8,68.0,0.296,13.5
2215,3,2024-09-23,0.0,35.5,22.7,52.7,0.207,16.8
2216,3,2024-09-24,0.0,35.0,23.4,51.2,0.181,11.2
2217,3,2024-09-25,33.7,34.3,18.6,46.8,0.33,8.7
2218,3,2024-09-26,37.7,35.8,19.9,65.3,0.207,3.5
2219,3,2024-09-27,0.0,33.2,21.1,55.6,0.276,16.9
2220,3,2024-09-28,28.1,34.9,23.6,69.5,0.35,14.8
2221,3,2024-09-29,16.0,36.0,21.8,57.2,0.226,3.3
2222,3,2024-09-30,70.6,32.3,22.3,49.5,0.185,22.3
2223,3,2024-10-01,0.0,32.8,18.1,68.5,0.227,16.2
2224,3,2024-10-02,0.0,35.5,19.5,45.0,0.282,10.8
2225,3,2024-10-03,0.0,35.5,18.1,49.8,0.207,5.5
2226,3,2024-10-04,0.0,37.5,18.7,54.2,0.291,2.0
2227,3,2024-10-05,0.1,34.3,18.2,46.6,0.317,10.6
2228,3,2024-10-06,0.0,34.7,22.0,48.8,0.32,14.3
2229,3,2024-10-07,0.0,38.0,21.7,54.8,0.221,12.7
2230,3,2024-10-08,0.0,32.7,18.0,46.5,0.225,16.9
2231,3,2024-10-09,10.5,32.1,22.7,52.6,0.203,2.0
2232,3,2024-10-10,0.0,33.5,21.2,69.2,0.268,16.8
2233,3,2024-10-11,3.2,35.2,23.8,56.0,0.194,12.4
2234,3,2024-10-12,0.0,35.5,19.5,54.1,0.297,13.7
2235,3,2024-10-13,0.0,32.8,19.7,57.5,0.312,9.8
2236,3,2024-10-14,0.0,35.3,23.5,48.0,0.256,14.9
2237,3,2024-10-15,0.0,36.1,20.7,56.1,0.319,11.8
2238,3,2024-10-16,0.0,37.3,21.5,57.4,0.265,6.6
2239,3,2024-10-17,0.0,36.4,21.1,58.7,0.255,23.5
2240,3,2024-10-18,0.0,35.0,20.9,62.8,0.288,7.7
2241,3,2024-10-19,0.0,34.7,23.6,59.5,0.317,15.2
2242,3,2024-10-20,0.0,37.1,21.7,69.7,0.236,11.8
2243,3,2024-10-21,0.0,33.2,23.4,54.9,0.279,16.9
2244,3,2024-10-22,0.6,32.3,23.0,66.6,0.285,10.6
2245,3,2024-10-23,10.4,32.9,21.6,60.8,0.32,10.3
2246,3,2024-10-24,0.0,36.3,19.5,64.9,0.204,18.5
2247,3,2024-10-25,0.0,32.7,19.4,64.1,0.186,9.4
2248,3,2024-10-26,0.0,35.3,19.4,52.2,0.343,7.9
2249,3,2024-10-27,0.0,34.6,22.7,61.4,0.218,15.6
2250,3,2024-10-28,0.0,34.3,20.2,65.8,0.195,11.6
2251,3,2024-10-29,0.0,32.1,21.4,46.0,0.277,2.0
2252,3,2024-10-30,0.0,37.9,18.5,67.0,0.18,9.2
2253,3,2024-10-31,0.0,34.5,22.0,67.9,0.257,8.9
2254,3,2024-11-01,0.0,32.9,22.3,54.6,0.23,10.1
2255,3,2024-11-02,0.0,37.0,23.0,60.5,0.33,10.2
2256,3,2024-11-03,0.0,35.7,20.4,46.3,0.288,8.3
2257,3,2024-11-04,0.0,33.8,18.3,64.8,0.323,12.9
2258,3,2024-11-05,0.0,36.1,23.7,54.3,0.219,14.1
2259,3,2024-11-06,0.0,34.0,18.1,50.3,0.227,10.3
2260,3,2024-11-07,0.0,32.4,22.0,62.2,0.29,6.9
2261,3,2024-11-08,0.0,34.1,22.0,59.8,0.266,12.8
2262,3,2024-11-09,0.0,37.5,20.9,58.7,0.321,3.9
2263,3,2024-11-10,0.0,32.1,23.7,56.0,0.213,12.3
2264,3,2024-11-11,0.0,36.2,20.4,61.9,0.225,8.7
2265,3,2024-11-12,0.0,37.5,20.7,68.9,0.273,7.5
2266,3,2024-11-13,0.0,32.4,19.5,69.7,0.328,16.2
2267,3,2024-11-14,0.0,34.1,21.3,62.8,0.292,3.1
2268,3,2024-11-15,0.0,33.1,21.9,64.0,0.293,18.8
2269,3,2024-11-16,0.0,33.2,18.7,48.6,0.279,16.9
2270,3,2024-11-17,0.0,37.7,21.8,63.5,0.186,13.4
2271,3,2024-11-18,0.0,35.7,21.2,49.5,0.293,17.8
2272,3,2024-11-19,0.0,36.9,24.0,59.6,0.328,8.7
2273,3,2024-11-20,0.0,34.9,18.6,58.2,0.287,16.7
2274,3,2024-11-21,0.0,36.8,21.2,51.8,0.202,11.5
2275,3,2024-11-22,0.0,36.6,20.4,52.8,0.239,13.8
2276,3,2024-11-23,0.0,35.1,20.7,60.0,0.261,14.0
2277,3,2024-11-24,0.0,33.7,21.3,69.5,0.219,12.9
2278,3,2024-11-25,0.0,35.1,19.0,57.7,0.309,8.2
2279,3,2024-11-26,0.0,37.8,21.5,45.8,0.206,16.2
2280,3,2024-11-27,3.0,36.2,19.6,51.0,0.273,16.4
2281,3,2024-11-28,0.0,34.9,21.3,69.1,0.188,8.4
2282,3,2024-11-29,0.0,36.6,23.0,49.4,0.222,8.2
2283,3,2024-11-30,0.0,35.3,22.4,58.4,0.348,16.5
2284,3,2024-12-01,0.0,30.0,11.9,47.7,0.279,16.1
2285,3,2024-12-02,0.0,30.5,11.0,61.5,0.171,5.9
2286,3,2024-12-03,0.0,26.7,9.7,56.8,0.187,9.9
2287,3,2024-12-04,0.0,29.2,9.4,43.9,0.238,9.6
2288,3,2024-12-05,0.0,28.3,9.4,48.1,0.256,18.6
2289,3,2024-12-06,0.0,27.9,10.8,62.0,0.186,7.7
2290,3,2024-12-07,0.0,27.5,12.5,43.0,0.194,6.4
2291,3,2024-12-08,0.0,27.0,9.5,48.5,0.158,13.5
2292,3,2024-12-09,0.0,26.6,13.2,48.0,0.155,10.1
2293,3,2024-12-10,0.0,28.4,9.6,49.1,0.232,3.6
2294,3,2024-12-11,0.0,29.9,13.0,59.4,0.155,11.0
2295,3,2024-12-12,0.0,28.3,11.1,59.4,0.195,10.1
2296,3,2024-12-13,0.0,28.4,9.2,43.6,0.247,16.6
2297,3,2024-12-14,0.0,30.2,13.8,56.1,0.245,15.8
2298,3,2024-12-15,0.0,26.5,13.8,44.7,0.261,5.8
2299,3,2024-12-16,0.0,26.5,10.6,43.6,0.188,9.7
2300,3,2024-12-17,0.0,26.5,11.1,52.4,0.215,13.3
2301,3,2024-12-18,0.0,26.0,10.9,54.4,0.223,13.2
2302,3,2024-12-19,0.0,27.8,9.2,49.0,0.199,16.4
2303,3,2024-12-20,0.0,29.4,9.6,58.2,0.23,17.0
2304,3,2024-12-21,0.0,26.6,14.2,40.3,0.216,8.5
2305,3,2024-12-22,0.0,29.0,9.8,55.0,0.19,13.6
2306,3,2024-12-23,0.0,28.7,9.5,59.9,0.263,13.0
2307,3,2024-12-24,0.0,27.0,13.0,45.8,0.208,10.9
2308,3,2024-12-25,0.0,27.4,13.2,49.0,0.227,10.5
2309,3,2024-12-26,0.0,27.7,10.8,50.5,0.274,7.0
2310,3,2024-12-27,0.0,27.8,10.4,56.1,0.191,11.6
2311,3,2024-12-28,0.0,30.2,13.1,53.9,0.19,17.0
2312,3,2024-12-29,0.0,30.1,10.2,46.8,0.165,3.6
2313,3,2024-12-30,0.0,27.2,10.8,43.7,0.229,13.5
2314,3,2024-12-31,0.0,27.7,14.3,42.4,0.242,7.4
2315,3,2025-01-01,0.0,29.8,13.4,56.9,0.251,7.9
2316,3,2025-01-02,0.0,26.7,12.1,41.7,0.186,20.5
2317,3,2025-01-03,0.0,26.8,14.1,44.0,0.229,8.2
2318,3,2025-01-04,0.0,29.2,11.7,56.4,0.157,11.1
2319,3,2025-01-05,0.0,28.7,13.9,49.9,0.255,14.1
2320,3,2025-01-06,0.0,29.3,9.4,44.3,0.183,9.2
2321,3,2025-01-07,0.0,26.4,13.6,42.2,0.264,12.9
2322,3,2025-01-08,0.0,27.2,10.3,50.7,0.245,16.8
2323,3,2025-01-09,0.0,29.9,13.9,44.0,0.233,10.6
2324,3,2025-01-10,0.0,27.6,10.0,41.2,0.268,21.0
2325,3,2025-01-11,0.0,26.3,13.0,60.6,0.182,16.5
2326,3,2025-01-12,0.0,27.0,9.9,53.6,0.24,13.6
2327,3,2025-01-13,0.0,28.6,13.8,60.7,0.191,17.1
2328,3,2025-01-14,0.0,28.0,9.4,51.5,0.228,13.3
2329,3,2025-01-15,0.0,26.3,12.8,45.7,0.185,12.1
2330,3,2025-01-16,0.0,28.9,14.3,48.7,0.168,12.4
2331,3,2025-01-17,0.0,26.3,13.8,44.8,0.196,13.1
2332,3,2025-01-18,2.5,28.4,12.5,54.0,0.27,3.3
2333,3,2025-01-19,0.0,26.2,13.5,54.8,0.211,3.3
2334,3,2025-01-20,0.0,29.5,14.4,58.5,0.265,10.3
2335,3,2025-01-21,0.0,26.0,11.7,51.5,0.263,11.4
2336,3,2025-01-22,0.0,30.5,11.7,51.8,0.256,12.9
2337,3,2025-01-23,0.0,30.3,12.8,43.5,0.152,11.5
2338,3,2025-01-24,0.0,26.8,11.3,53.0,0.199,14.6
2339,3,2025-01-25,0.0,29.0,11.2,61.3,0.241,11.4
2340,3,2025-01-26,0.0,28.5,13.7,43.0,0.21,5.7
2341,3,2025-01-27,0.0,28.3,12.9,43.9,0.157,12.3
2342,3,2025-01-28,0.0,26.1,10.6,60.6,0.185,3.3
2343,3,2025-01-29,0.0,26.5,11.2,61.7,0.256,15.2
2344,3,2025-01-30,0.0,29.1,9.2,49.0,0.253,11.7
2345,3,2025-01-31,0.0,30.1,13.4,50.8,0.207,17.1
2346,3,2025-02-01,0.0,32.6,21.6,52.1,0.309,9.7
2347,3,2025-02-02,0.0,37.3,21.9,48.1,0.257,10.6
2348,3,2025-02-03,0.0,36.1,23.6,62.8,0.321,16.6
2349,3,2025-02-04,0.0,32.5,20.2,56.4,0.212,13.6
2350,3,2025-02-05,0.0,36.4,20.1,46.8,0.318,11.5
2351,3,2025-02-06,0.0,35.3,19.2,48.6,0.264,18.9
2352,3,2025-02-07,0.0,36.7,21.8,56.4,0.275,4.4
2353,3,2025-02-08,0.0,34.6,21.6,67.2,0.249,12.6
2354,3,2025-02-09,0.0,37.1,20.0,51.5,0.266,18.5
2355,3,2025-02-10,0.0,32.2,18.4,49.8,0.303,10.8
2356,3,2025-02-11,0.0,34.6,19.1,67.9,0.228,18.9
2357,3,2025-02-12,0.0,34.9,21.0,51.5,0.213,19.4
2358,3,2025-02-13,0.0,35.7,22.9,59.5,0.263,3.5
2359,3,2025-02-14,0.0,34.0,18.6,54.0,0.232,17.7
2360,3,2025-02-15,0.0,36.3,21.4,67.8,0.317,14.5
2361,3,2025-02-16,0.0,37.9,19.7,70.0,0.304,7.4
2362,3,2025-02-17,0.0,35.8,21.5,62.3,0.3,6.0
2363,3,2025-02-18,0.0,32.3,21.0,63.1,0.324,14.1
2364,3,2025-02-19,0.0,32.9,20.5,45.9,0.261,8.9
2365,3,2025-02-20,0.0,35.5,22.0,47.8,0.21,8.0
2366,3,2025-02-21,0.0,34.6,19.9,45.2,0.284,15.1
2367,3,2025-02-22,0.0,36.1,18.8,52.8,0.197,11.9
2368,3,2025-02-23,0.0,37.9,23.4,54.1,0.285,14.3
2369,3,2025-02-24,0.0,33.1,22.7,48.6,0.286,20.2
2370,3,2025-02-25,0.0,34.9,22.0,64.7,0.315,15.3
2371,3,2025-02-26,0.0,32.6,21.4,69.0,0.325,14.4
2372,3,2025-02-27,0.0,36.3,21.4,47.5,0.289,7.7
2373,3,2025-02-28,0.0,36.2,23.0,53.4,0.277,7.5
2374,3,2025-03-01,0.0,35.0,20.1,51.3,0.249,8.3
2375,3,2025-03-02,0.0,36.8,20.8,60.8,0.237,2.5
2376,3,2025-03-03,0.0,32.9,23.6,52.8,0.188,9.0
2377,3,2025-03-04,0.0,33.0,22.4,52.9,0.223,18.4
2378,3,2025-03-05,2.7,32.8,22.8,62.2,0.215,11.3
2379,3,2025-03-06,0.0,32.6,21.7,47.5,0.309,24.2
2380,3,2025-03-07,0.0,36.3,23.9,55.7,0.296,4.8
2381,3,2025-03-08,0.0,32.7,20.0,51.6,0.322,14.0
2382,3,2025-03-09,0.0,38.0,21.9,62.1,0.238,6.5
2383,3,2025-03-10,0.0,33.5,20.9,56.4,0.196,8.3
2384,3,2025-03-11,0.0,34.2,20.4,46.3,0.184,12.8
2385,3,2025-03-12,0.0,36.3,19.4,57.0,0.239,7.4
2386,3,2025-03-13,0.0,36.2,22.1,50.8,0.281,6.6
2387,3,2025-03-14,0.0,34.5,19.1,54.4,0.33,11.3
2388,3,2025-03-15,0.0,32.2,18.7,65.9,0.309,6.7
2389,3,2025-03-16,0.0,35.9,21.8,49.6,0.326,8.9
2390,3,2025-03-17,0.0,34.3,18.8,61.4,0.244,13.5
2391,3,2025-03-18,0.0,33.7,20.8,60.7,0.324,5.9
2392,3,2025-03-19,0.0,35.4,22.7,63.6,0.316,21.3
2393,3,2025-03-20,0.0,34.5,22.7,47.8,0.331,13.9
2394,3,2025-03-21,0.0,32.3,21.0,61.6,0.234,8.8
2395,3,2025-03-22,0.0,32.0,22.6,49.1,0.268,9.7
2396,3,2025-03-23,0.0,34.6,22.7,54.9,0.199,5.1
2397,3,2025-03-24,0.0,33.7,18.1,56.8,0.193,15.0
2398,3,2025-03-25,0.0,32.2,23.3,58.2,0.219,10.0
2399,3,2025-03-26,0.3,33.8,24.0,67.3,0.245,8.5
2400,3,2025-03-27,0.0,32.2,19.7,55.5,0.211,6.2
